,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
245,American is doing better,"Been flying this route PHL MBJ every Feb for 20 years, when it was US Air. Service is getting better ,occasionally a sour puss  crew, but Business/First service & meals has inproved overall. They could use a few more seats in F/C or . Larger equipment !!  ", Sep 2019,19-Feb,"Lancaster, Pennsylvania",Philadelphia - Montego Bay,Business Class,13,4
246,"Flight Cancelled, No Reason Given","Flying home from an end of summer European vacation, we built in a day before the kids started school.  Good thing we did.  When we arrived from our original city, we were informed that the flight back to Boston was cancelled.  It was a 11:15AM flight, and we were surprised toâ", Sep 2019,19-Aug,"Boston, Massachusetts",London - Boston,Business Class,180,2
247,Europe Nonstop,"We had never flown nonstop fo Europe before. It was so nice to get on the plane without having to fly to a connecting city. From Dallas we flew business class, and returning we flew coach but upgraded to have more leg room. Our flight attendant in business class was an olderâ", Sep 2019,19-Jun,"Dallas, Texas",Dallas - Paris,Business Class,122,5
248,WORST international flight ever!!!,"This flight was awful!!! When flying international and overnight no less I have certain expectations! The plane was 3x3 with just a center isle. It was PACKED and there was absolutely no room! It was miserable and uncomfortable! The ""entertainment"" was only on screens in everyâ", Sep 2019,19-Jun,"Kansas City, Missouri",Philadelphia - Edinburgh,Economy,507,2
249,Flight was ok.,"Although late evening flight, it was comfortable from AA standard.  Flight was on time, with option of hot or cold beverage with a small packet of biscuits. Best thing, that IFE was quite good using AA mobile app connected to wifi.", Sep 2019,19-Aug,"Doha, Qatar",Miami - Panama City,Economy,3,4
250,Flying to Bonita Springs,Husband and I flew into Ft Meyers for a vacation in Bonita Springs.  I am disabled and they always treat us very well. The flight attendants always make sure my wheelchair will be waiting when we arrive   I love flying American Airlines as the sears are comfy and the service isâ, Sep 2019,19-May,"Lake Zurich, Illinois",Chicago - Fort Myers,Premium Economy,31,5
251,Nice customer service at the airport.,I usually fly Jet Blue to NYC but they do not have a Saturday mid morning flt. I chose A A. I was not aware that you could not get seating until you checked in for the flight. I arrived at the airport and explained my situation (older senior) to a very nice young lady at theâ, Sep 2019,19-Jun,,Boston - New York City,Economy,5,4
252,Really smooth travel day even with a connection,Even with a connecting flight everything went smoothly with American Airlines. The flight was reasonably priced and there was a good free snack selection on board. Will definitely continue flying with American Airlines in the future., Sep 2019,19-Aug,"Boston, Massachusetts",Omaha - Providence,Economy,14,5
253,On time with no issues,"AA doesn't allow you to select seats if you are flying in basic economy and will try and sell you seats at check in. Don't do it.  On the way up, we were auto assigned seats in premium economy and sat together.  On the way back we were in opposite window seats mid-plane. I'm aâ", Sep 2019,19-Jul,"Bullard, Texas",Dallas - South Bend,Economy,48,3
254,Good experience,"AA had a very good service from SCL to Dallas. Originally I was flying to Miami, but AA send us a notification 2 days in advance to make the necessary changes in our departure because of Huracan Dorian was coming to Miami. They offered me a flight  to Dallas instead.    This isâ", Sep 2019,19-Sep,Santiago de Chile,Santiago - Dallas,Premium Economy,127,5
255,Great,"Got this flight for a very reasonable price which was surprising given its summer. It's very basic service and seat, use it or lose it but cant complain.   Quick and easy.", Sep 2019,19-Jul,"Kingston, Jamaica",Charlotte - Baltimore,Economy,86,5
256,"Fort Smith to St. Louis, MO","I know American Airlines catch a lot of bad vibes due to mechanical issues etc. But the staff always show empathy and try their best to accommodate all customers. In my recent experience with AA I had no travel issues, attendants and pilots were all very friendly and availableâ", Sep 2019,19-Aug,"Spiro, Oklahoma",Fort Smith - Saint Louis,Business Class,25,5
257,"Good leg room, good communications by airline personnel","Do not fly through Philadelphia.  I have flown through Philadelphia many times and not once, including this most recent time, has the plane that was scheduled to fly flew out of this airport within 5 hours of its scheduled time.  There have been several times where the plane wasâ", Sep 2019,19-Sep,"Plymouth, Massachusetts",Philadelphia - Manchester,Economy,82,4
258,excellent 1st class service!,an excellent 1st class experience. the flight attendant was as best as one can expect on a 1st class flight. wish I had gotten her name so that I could express my gratitude to American airlines for her excellent work. I did thank her for her fine service but it would have gone aâ, Sep 2019,19-Sep,"Surprise, Arizona",Newark - Phoenix,First Class,8,5
259,Best flight yet,My husband and 2 daughters had an exceptional Business Class flight from London Heathrow direct to Phoenix. The seat configuration was excellent. 2 seats side by side with a partition with a window that can be adjusted up or down dividing the 2 seats. This was the bestâ, Sep 2019,19-Jul,,London - Phoenix,Business Class,41,5
260,Crap,"First the flight was delayed 3 times, then I get charged for bags 2x and there was a horrible smell on the plane. Just utterly stupid. First time flying with crappy American and its definitely the LAST. Hopefully I wont have to use for my money back for bags.", Sep 2019,19-Sep,"Little Rock, Arkansas",Norfolk - Little Rock,Economy,2,2
261,Very enjoyable flight,I had not flown American in Business Class in a while and was pleasantly surprised.  It was a well managed flight without issues of any kind., Sep 2019,19-Sep,"Beaufort, South Carolina",Philadelphia - Dublin,Business Class,8,4
262,The Domestic Flagship was a few steps down from the International Flagship,"Same type of seats as the connecting international flight, but lesser experience by far.  Nice food MENU for first class - I was served the lobster salad in 1A which ran out before my SO in 2A was served (and she ever pissed).  Realize some items run out, but we know that notâ", Sep 2019,19-Aug,"Coral Gables, Florida",Los Angeles - Miami,First Class,"1,121",3
263,Flying the Flagship was nice,"Very nice flight, very good food, very nice (lay flat) seat, very good entertainment, very good service and very clean plane.  Would fly this route wth American again.  Only minus on the flight was some turbulence we had to fly around, but it caused no delays.  One of the bestâ", Sep 2019,19-Aug,"Coral Gables, Florida",Tokyo - Los Angeles,First Class,"1,121",4
264,American Airlines Had to EMERGENCY Land Our Plane Due to Equipment FAILURE!!,"We are a family of five, that was traveling for a special vacation to celebrate my sonâ€™s graduation. Our originating outbound flight was #AA1487 on Sunday, 8/11 from JFK (NYC) to PHX (Phoenix) with a connection to our final destination KOA (Kona, HI). First delay: Our flight wasâ", Sep 2019,19-Aug,"Northport, New York",New York City - Kailua-Kona,Economy,6,1
265,Average Flight,"On the plus side the flight was on time, service was OK and the plane was clean.  On the minus side the entertainment system in my seat did not work and rebooted several times until after a half hour it was finally working.  We paid for a premium seat as we needed to moveâ", Sep 2019,19-Aug,"Coral Gables, Florida",Miami - Chicago,Premium Economy,"1,121",3
266,"Booked well in advance, seats moved to THE last row","Very, very unhappy with our recent experience on American Airlines.  We booked our trip from Vermont to San Francisco this past winter, chose our seat assignments at that time, on the outbound and inbound flights, both from BTV to Philly and Philly to SFO.  Based on healthâ", Sep 2019,19-Aug,"Burlington, Vermont",Philadelphia - San Francisco,Economy,6,1
267,Flight to Vegas,"Took a quick flight to Vegas.  I chose to purchase an upgrade to Main Cabin seating. Boarding was on time, leaving was on time, and arrived a few minutes early.  I had an enjoyable flight without an issue.", Sep 2019,19-Jul,"Dallas, Texas",Dallas - Las Vegas,Premium Economy,24,4
268,Direct flight to Heathrow from Phoenix and return,I usually fly to London with BA but because American started a new service to Heathrow I decided to try their service.I used some air miles  for the ticket and paid extra to upgrade to Main cabin extra well worth for extra leg room and service. Checked in on the app no problemâ, Sep 2019,19-Aug,"Gilbert, Arizona",Phoenix - London,Economy,53,4
269,Great flight,"This was a brilliant flight and I would use American again ! I often travel to the States to see my family and have used multiple carriers , seating , food , lovely stewards and excellent service ! Will be sad to see these flights being cancelled next year !", Sep 2019,18-Oct,"Manchester, United Kingdom",Manchester - Philadelphia,Economy,5,5
