,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
229,Much better than expected üòÉ,We have flown a lot and must admit I would have picked a different airline if it was possible. The service was efficient and fine. Leg room was good. Seats were comfortable. Full meal service was provided meals eatable ( Chinese food provided) So depends if your happy with that‚, Sep 2018,18-Sep,"Avalon Beach, Australia",Sydney - Beijing,Economy,152,4
230,surpisingly good,"we flew return changing in Paris and Guanghou, all 4 flights were good. decent legroom. mainly helpful polite staff. some of the dvd players werent working,so make sure you have plenty to entertain you. the food was quite good. as these were the chepest flights we could get,‚", Sep 2018,17-Dec,"Consett, United Kingdom",Newcastle upon Tyne - Melbourne,Economy,11,4
231,Value for money,"It is no Singapore airline but for the price, I think China Southern was actually pretty good. It does help that I got an upgrade to premium on both sectors. Nonetheless the overall feel of the airline is good.", Sep 2018,18-Aug,"Adelaide, Australia",Adelaide - Guangzhou,Economy,261,4
232,NEVER GONNA FLY WITH CHINA SOUTHERN AIRLINES,"Never flying back with China Southern Airlines. Absolutely no communication between airlines and airport, very unprofessional. My flight was cancelled in Sydney because of the weather conditions, however they did not update in the website and reached at airport twice. Took the‚", Sep 2018,18-Sep,,Sydney - Kathmandu,Economy,1,1
233,Can‚Äôt fault it,"Flew Amsterdam-Guangzhou-Kuala Lumpur. Ams-Can was a large, comfortable plane. Food nice, service good and plane comfortable. Short, efficient transit in Guangzhou and good, punctual flight to KL. Way back flew KL-Guangzhou and had transit hotel which was excellently organised.‚", Sep 2018,18-Sep,"Temerloh, Malaysia",Sanya - London,Economy,148,5
234,Delays a plenty,3 hour delay leaving lax. This was due to structural damage. Because of this I missed my connection in China. They placed me on a flight leaving 6 hours later. This flight was delayed 1 & 1/2 hours because it was lightly raining. While waiting I watched 6 other flights from the‚, Sep 2018,NA,"Battambang, Cambodia",Los Angeles - Siem Reap,Economy,20,2
235,good and comfortable,"For a budget flying this airline  consider reasonable ok with food in flight and luggage to bring along for a week trip.The service was very good during the whole flight, being the crew always kind and available for requests.", Sep 2018,18-Jul,"Moscow, Russia",Hangzhou - Zhangjiajie,Economy,32,4
236,Good good,"This airline service is really good but the price is not too cheap,So we you decide to travel should buy the ticket as earlier as you can.", Sep 2018,18-Sep,"Guangzhou, China",Brisbane - Qingdao,Economy,6,5
237,Impressed.,Flew NZ Guangzhou Vietnam then return same routes two weeks later.Staff service food were great only thing was choice of movies music could of been better or rather more varieties.Nice to have a Kiwi pilot on the last leg home., Sep 2018,18-Aug,"Auckland Central, New Zealand",Auckland - Ho Chi Minh City,Economy,15,5
238,Sub Standard for International Travel,I have had numerous International Flights on various large modern aircraft but cant recall ever not having an entertainment system on board. Not long after departure a small  IPad was made available to me but this had a very limited number of pretty boring movies and music etc.‚, Sep 2018,18-Aug,australia,Sydney - Beijing,Economy,576,3
239,Good ,"This is my favorite airline to travel in China. The staff speaks more or less English, the food is quite ok, the machines are clean. Go for it ", Sep 2018,18-Apr,,Hangzhou - Guangzhou,Economy,134,4
240,Good service but luggage arrived the next day.,I am a very nervous flyer but I was fine this time. I really liked the meals provided and the service was good during the flight. However on the way back we had a really short terminal at  Guangzhou Baiyun International and when we reached Kathmandu International Airport my‚, Sep 2018,18-Jul,"Kathmandu Valley, Nepal",Kathmandu - Ho Chi Minh City,Economy,24,3
241,Lost Luggage..............,The Flight attendant service was very good during my trip but the airline has a track record for losing bags and mine was no different. I flew from Phuket to Yiwu and my luggage was lost. After 4 hours we were able to get it back., Sep 2018,18-Sep,"Orlando, Florida",Phuket - Yiwu,Economy,71,3
242,Take China out of Chia Southern,China is prone to storms etc and the last two times I have flown they have delayed or missed connecting flights. Thus missing out on spare days. If you use them always opt for extra time because of the constant delays. Must be bad when they have a permanent counter and direction‚, Sep 2018,18-Aug,"Melbourne, Australia",Melbourne - Ho Chi Minh City,Economy,11,3
243,Boarding staff need more training,Boarding staff were rude and seem as forced to board travellers. Talking loudly is not the way to treat Southern travellers.  Plane's crew were very polite. It is better to serve hot tea beside water., Sep 2018,18-Aug,"Wichita, Kansas",Guangzhou - Yiwu,Economy,68,4
244,Above expectations,"Flight itself wat just fine, friendly cabin crew, food was pretty good. No USB during the flight, which was annoying, but other flights with them did have USB and free wifi on board. Please be aware that some airports in China do not have transit zones, zo you have to go trough‚", Sep 2018,18-Sep,"Schalkhaar, The Netherlands",Amsterdam - Beijing,Economy,509,4
245,Very pleased with my flights,"My flights from Zhangjiajie (DYG) to Hanoi (HAN) via China Southern's key connecting hub at Guangzhou Baiyun (CAN)were very pleasant. Check-in was not busy at Zhangjiajie Airport, and I was assisted very swiftly at the check-in desk by efficient staff.  Boarding the aircraft was‚", Sep 2018,18-Jun,"Amsterdam, The Netherlands",Zhangjiajie - Hanoi,Economy,347,4
246,Clean comfortable good value,"Flown with China Southern a few times, planes are clean comfortable, food and service very good. Ran to weather problems delaying flights in China they fed us in waiting lounge and rushed us through customs so we did not miss a flight. Would happily recommend.", Sep 2018,18-Aug,,Adelaide - Guangzhou,Economy,17,4
247,"Great airline, friendly staff, plenty of food.","Was a little scared to fly with China Southern after reading other reviews but we had no issues at all apart from a slightly delayed flight but this was due to high air traffic, not airline issue. The plane was clean, staff friendly, food good and ample leg room. Would fly with‚", Sep 2018,18-Aug,"Ballarat, Australia",Melbourne - Shanghai,Economy,32,4
248,Reasonable Airline,"Was flying for the 1st time on this airline. Reasonable experience. Clean aircraft, efficient flight attendants. Could do with some more wholesome snack. Punctual, which was great.", Sep 2018,18-Sep,"New Delhi, India",Fuzhou - Shanghai,Economy,"1,144",4
249,Not Unpleasant But Not Pleasant,"Our first flight, we flew from Melbourne to Beijing with what was supposed to be a 3.5 hour stop over in Shenzhen. The flight out of Melbourne was delayed by 2.5 hours. When we finally boarded, the plane didn‚Äôt look like the A330 experience they have on their website. We have‚", Sep 2018,18-Sep,Australia,Melbourne - Beijing,Economy,42,3
250,Mishandled Baggage Damage contents!,Worst Baggage handling ever! First they did not load one of my bags (the other bag reached safely on the same flight.) Upon noticing that a bag was missing I proceeded to your lost baggage counter who made a report and informed me that I will receive the bag in the morning at my‚, Sep 2018,18-Aug,,Los Angeles - Guangzhou,Economy,4,1
251,Delayed flight with average service ,All started with checking process where at Honolulu no one was presented at the counter just notice that flight was delayed and gate. Agree one hour of waiting a colleague from Delta airlines checked me in and gave me voucher for 15$ for consumption. The delayed was more than 3‚, Sep 2018,18-Sep,"Bratislava, Slovakia",Honolulu - Shanghai,Economy,152,2
252,Only use them if you want to claim the delayed flight compensation,"The flight was 4 hours delayed, not uncommon with CSA. The seats seemed to be made of concrete and were a little small. The staff were fine but overall I had a very tiring uncomfortable flight. The good side was being able to claim 600 euros as compensation for the 4-hour delay.‚", Sep 2018,18-Jan,,London - Phnom Penh,Economy,41,1
253,They let themselves down,"This is a marvellous airline. Nice planes, Lovely, helpful cabin staff, good food, movies and comforable seats but on this flight (CZ308 arrived Guangzhou 6.50 2nd Sept) they got it very wrong. Usually, if we have a 17 hour layover at Guangzhou, staff will meet us and escort us‚", Sep 2018,18-Sep,"Maraetai Bay, New Zealand",Amsterdam - Guangzhou,Business Class,7,4
